condition,id,unit,view,axis,value_at_zero,measured_secant_5deg,measured_secant_10deg,measured_secant_10deg_absolute,measured_secant_20deg,measured_secant_30deg,lsq_slope_through_origin,max_abs_deviation_30deg,apriori_sensitivity,apriori_source,measured_over_apriori,deviation_at_plus10,deviation_at_minus10,asymmetric_in_sign
3d,midface_projection,mm,profile,pitch,8.0,0.12637582698410438,0.1258949288085245,1.007159430468196,0.1239823019555549,0.1208333333333333,0.12282563852912623,3.7589745962155603,0.08,pitch swings the vertical span of the segment into the projected axis,1.573686610106556,-1.2741415350730367,1.243757041097453,False
3d,midface_projection,mm,profile,roll,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,pitch swings the vertical span of the segment into the projected axis,0.0,0.0,0.0,False
3d,chin_height,mm,profile,yaw,27.073972741361768,0.0,1.3122247380314848e-17,3.552713678800501e-16,0.0,0.0,3.2300916628467317e-19,1.3122247380314848e-16,0.0,"cos(pitch), first order",,-1.3122247380314848e-16,-1.3122247380314848e-16,False
3d,chin_height,mm,profile,pitch,27.073972741361768,5.248898952125939e-17,3.2805618450787127e-17,8.881784197001252e-16,2.2963932915550985e-17,1.0935206150262373e-17,1.0053660300610452e-17,5.248898952125939e-16,0.001519224698779198,"cos(pitch), first order",2.1593657921141428e-14,2.6244494760629696e-16,-3.9366742140944547e-16,False
3d,chin_height,mm,profile,roll,27.073972741361768,2.6244494760629696e-17,0.0,0.0,0.0,1.7496329840419798e-17,1.0336293321109541e-17,5.248898952125939e-16,0.0,"cos(pitch), first order",,0.0,0.0,False
3d,labiomental_sulcus_depth,mm,profile,yaw,-5.58284023668639,0.0007610603816506702,0.0015192246987791238,0.008481588776911853,0.003015368960704569,0.004465819873852038,0.003505836614069934,0.13397459621556113,0.019,"Kleinberg & Vanezis 2007, AB/BB' index at 10 deg",0.07995919467258546,-0.015192246987791237,-0.015192246987791237,False
3d,labiomental_sulcus_depth,mm,profile,pitch,-5.58284023668639,0.007177531755689563,0.007150219080402968,0.039918530783196446,0.007041591186116721,0.0068627450980392225,0.006975898334311435,0.33985694915673703,0.01,"Kleinberg & Vanezis 2007, AB/BB' index at 10 deg",0.7150219080402969,-0.08669443779182076,0.056309943816238606,True
3d,labiomental_sulcus_depth,mm,profile,roll,-5.58284023668639,0.0,1.5909078211904734e-17,8.881784197001253e-17,3.977269552976184e-17,5.303026070634912e-18,2.4377602921626335e-17,1.1136354748333316e-15,0.005,"Kleinberg & Vanezis 2007, AB/BB' index at 10 deg",3.1818156423809468e-15,1.5909078211904735e-16,1.5909078211904735e-16,False
3d,ramus_body_ratio_l,ratio,profile,yaw,1.2564726038618268,0.0,0.0,0.0,8.836030496907252e-18,5.890686997938167e-18,3.5344121987629e-18,3.5344121987629005e-16,0.019,"Kleinberg & Vanezis 2007, AB/BB' index at 10 deg",0.0,0.0,0.0,False
3d,ramus_body_ratio_l,ratio,profile,pitch,1.2564726038618268,1.7672060993814504e-17,0.0,0.0,8.836030496907252e-18,0.0,3.0994076204536207e-18,3.5344121987629005e-16,0.01,"Kleinberg & Vanezis 2007, AB/BB' index at 10 deg",0.0,0.0,0.0,False
3d,ramus_body_ratio_l,ratio,profile,roll,1.2564726038618268,0.0,0.0,0.0,8.836030496907252e-18,0.0,1.57689159637114e-18,1.7672060993814503e-16,0.005,"Kleinberg & Vanezis 2007, AB/BB' index at 10 deg",0.0,0.0,0.0,False
3d,ramus_body_ratio_r,ratio,profile,yaw,1.2564726038618268,0.0,0.0,0.0,8.836030496907252e-18,5.890686997938167e-18,3.5344121987629e-18,3.5344121987629005e-16,0.019,"Kleinberg & Vanezis 2007, AB/BB' index at 10 deg",0.0,0.0,0.0,False
3d,ramus_body_ratio_r,ratio,profile,pitch,1.2564726038618268,1.7672060993814504e-17,0.0,0.0,8.836030496907252e-18,0.0,3.0994076204536207e-18,3.5344121987629005e-16,0.01,"Kleinberg & Vanezis 2007, AB/BB' index at 10 deg",0.0,0.0,0.0,False
3d,ramus_body_ratio_r,ratio,profile,roll,1.2564726038618268,0.0,0.0,0.0,8.836030496907252e-18,0.0,1.57689159637114e-18,1.7672060993814503e-16,0.005,"Kleinberg & Vanezis 2007, AB/BB' index at 10 deg",0.0,0.0,0.0,False
ortho,interpupillary_distance,mm,frontal,yaw,63.36,0.0007610603816508896,0.001519224698779196,0.09625807691464985,0.0030153689607045815,0.004465819873852044,0.003505836614069953,0.13397459621556132,0.001519224698779198,"cos(yaw), first order",0.9999999999999987,-0.015192246987791959,-0.015192246987791959,False
ortho,interpupillary_distance,mm,frontal,pitch,63.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"cos(yaw), first order",,0.0,0.0,False
ortho,interpupillary_distance,mm,frontal,roll,63.36,0.0,1.1214373986112694e-17,7.105427357601002e-16,0.0,0.0,2.4154036277781187e-18,2.2428747972225386e-16,0.0,"cos(yaw), first order",,-1.1214373986112693e-16,-1.1214373986112693e-16,False
ortho,intercanthal_width,mm,frontal,yaw,32.0,0.0007610603816508909,0.001519224698779209,0.04861519036093469,0.0030153689607045784,0.004465819873852043,0.003505836614069952,0.1339745962155613,0.001519224698779198,"cos(yaw), first order",1.0000000000000073,-0.01519224698779209,-0.01519224698779209,False
ortho,intercanthal_width,mm,frontal,pitch,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"cos(yaw), first order",,0.0,0.0,False
ortho,intercanthal_width,mm,frontal,roll,32.0,0.0,1.1102230246251566e-17,3.552713678800501e-16,0.0,0.0,9.564998366001348e-19,1.1102230246251565e-16,0.0,"cos(yaw), first order",,-1.1102230246251565e-16,-1.1102230246251565e-16,False
ortho,biocular_width,mm,frontal,yaw,90.00144981797378,0.0007610358154366115,0.0015191753757923484,0.1367279863490765,0.003015268696117443,0.004465664868236416,0.0035057175361326485,0.13396994604709248,0.001519224698779198,"cos(yaw), first order",0.9999675341067789,-0.015191753757923485,-0.015191753757923485,False
ortho,biocular_width,mm,frontal,pitch,90.00144981797378,2.447273542268086e-08,4.857368383220068e-08,4.371701967897934e-06,9.421808196367476e-08,1.3423943156875114e-07,1.0748906065310725e-07,4.027182947062534e-06,0.0,"cos(yaw), first order",,-4.857368383220069e-07,-4.857368383220069e-07,False
ortho,biocular_width,mm,frontal,roll,90.00144981797378,3.1579168433271214e-17,1.5789584216635607e-17,1.4210854715202005e-15,3.947396054158902e-18,5.2631947388785354e-18,5.6842503179888175e-18,3.157916843327121e-16,0.0,"cos(yaw), first order",,0.0,-3.157916843327121e-16,False
ortho,nose_breadth,mm,frontal,yaw,34.0,0.0007610603816508935,0.0015192246987792025,0.05165363975849289,0.003015368960704577,0.004465819873852042,0.0035058366140699516,0.13397459621556126,0.001519224698779198,"cos(yaw), first order",1.0000000000000029,-0.015192246987792025,-0.015192246987792025,False
ortho,nose_breadth,mm,frontal,pitch,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"cos(yaw), first order",,0.0,0.0,False
ortho,nose_breadth,mm,frontal,roll,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"cos(yaw), first order",,0.0,0.0,False
ortho,mouth_width,mm,frontal,yaw,52.00615348206402,0.0007608799477654546,0.0015188624318298685,0.07899019274788514,0.00301463254224662,0.0044646814078385675,0.0035049620206893286,0.13394044223515703,0.001519224698779198,"cos(yaw), first order",0.9997615448526999,-0.015188624318298686,-0.015188624318298686,False
ortho,mouth_width,mm,frontal,pitch,52.00615348206402,1.7974744219023036e-07,3.567645929416877e-07,1.8553954177491505e-05,6.920172027454177e-07,9.85974512772824e-07,7.894930989167007e-07,2.9579235383184717e-05,0.0,"cos(yaw), first order",,-3.567645929416877e-06,-3.567645929416877e-06,False
ortho,mouth_width,mm,frontal,roll,52.00615348206402,2.7325333184087667e-17,1.3662666592043833e-17,7.105427357601002e-16,3.4156666480109584e-18,2.2771110986739722e-18,5.212832792041339e-18,1.3662666592043834e-16,0.0,"cos(yaw), first order",,-1.3662666592043834e-16,1.3662666592043834e-16,False
ortho,philtrum_width,mm,frontal,yaw,11.0,0.0007610603816509031,0.001519224698779195,0.016711471686571146,0.0030153689607045806,0.00446581987385204,0.0035058366140699516,0.1339745962155612,0.001519224698779198,"cos(yaw), first order",0.9999999999999981,-0.01519224698779195,-0.01519224698779195,False
ortho,philtrum_width,mm,frontal,pitch,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"cos(yaw), first order",,0.0,0.0,False
ortho,philtrum_width,mm,frontal,roll,11.0,3.229739708000455e-17,1.6148698540002276e-17,1.7763568394002506e-16,8.074349270001138e-18,5.382899513334092e-18,8.248258331201163e-18,3.2297397080004555e-16,0.0,"cos(yaw), first order",,-1.6148698540002277e-16,-1.6148698540002277e-16,False
ortho,bizygomatic_width,mm,frontal,yaw,141.0,0.0007610603816509,0.0015192246987791912,0.21421068252786596,0.0030153689607045828,0.004465819873852044,0.003505836614069952,0.13397459621556132,0.019,"Kleinberg & Vanezis 2007, AB/BB' index at 10 deg",0.07995919467258901,-0.015192246987791912,-0.015192246987791912,False
ortho,bizygomatic_width,mm,frontal,pitch,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,"Kleinberg & Vanezis 2007, AB/BB' index at 10 deg",0.0,0.0,0.0,False
ortho,bizygomatic_width,mm,frontal,roll,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,"Kleinberg & Vanezis 2007, AB/BB' index at 10 deg",0.0,0.0,0.0,False
ortho,bigonial_width,mm,frontal,yaw,117.0,0.0007610603816508929,0.0015192246987791984,0.1777492897571662,0.0030153689607045763,0.004465819873852044,0.003505836614069953,0.13397459621556132,0.019,"Kleinberg & Vanezis 2007, AB/BB' index at 10 deg",0.07995919467258938,-0.015192246987791983,-0.015192246987791983,False
ortho,bigonial_width,mm,frontal,pitch,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,"Kleinberg & Vanezis 2007, AB/BB' index at 10 deg",0.0,0.0,0.0,False
ortho,bigonial_width,mm,frontal,roll,117.0,0.0,1.2146029671112825e-17,1.4210854715202005e-15,6.0730148355564126e-18,0.0,1.719130353449815e-18,1.2146029671112825e-16,0.005,"Kleinberg & Vanezis 2007, AB/BB' index at 10 deg",2.429205934222565e-15,-1.2146029671112825e-16,-1.2146029671112825e-16,False
ortho,nose_height,mm,frontal,yaw,53.0,2.7040263530274312e-05,5.365895638912537e-05,0.0028439246886236445,0.00010400164295545481,0.00014800416152494197,0.00011858252164885678,0.004440124845748259,0.0,"cos(pitch), first order",,0.0005365895638912538,0.0005365895638912538,False
ortho,nose_height,mm,frontal,pitch,53.0,0.003288895952741817,0.003276380710696801,0.17364817766693044,0.003226605125713855,0.004465819873852041,0.0037718435500630454,0.22831421885707068,0.001519224698779198,"cos(pitch), first order",2.156613642030438,0.01757156011917609,-0.04795605409475993,True
ortho,nose_height,mm,frontal,roll,53.0,2.681293342490944e-17,1.340646671245472e-17,7.105427357601002e-16,6.70323335622736e-18,4.4688222374849066e-18,4.290069347985511e-18,1.340646671245472e-16,0.0,"cos(pitch), first order",,-1.340646671245472e-16,-1.340646671245472e-16,False
ortho,face_height_sellion_menton,mm,frontal,yaw,120.0,2.1100331908977903e-07,4.188003675764662e-07,5.025604410917595e-05,8.123390846629756e-07,1.157387314224915e-06,9.26755508944392e-07,3.472161942674745e-05,0.0,"cos(pitch), first order",,4.188003675764662e-06,4.188003675764662e-06,False
ortho,face_height_sellion_menton,mm,frontal,pitch,120.0,0.0007610603816509116,0.0015192246987791986,0.18230696385350384,0.00301536896070458,0.004465819873852042,0.003505836614069951,0.14230792954889465,0.001519224698779198,"cos(pitch), first order",1.0000000000000004,-0.018086383282240822,-0.012298110693343153,True
ortho,face_height_sellion_menton,mm,frontal,roll,120.0,2.3684757858670005e-17,0.0,0.0,0.0,3.947459643111668e-18,3.0607994771204316e-18,1.1842378929335003e-16,0.0,"cos(pitch), first order",,0.0,0.0,False
ortho,philtrum_length,mm,frontal,yaw,15.0,0.00012150106962752242,0.00024093925822559945,0.0036140888733839915,0.0004657419580471848,0.0006601300906185672,0.0005299976220930119,0.019803902718557018,0.0,"cos(pitch), first order",,0.0024093925822559945,0.0024093925822559945,False
ortho,philtrum_length,mm,frontal,pitch,15.0,0.006972459419812652,0.006945927106677227,0.1041889066001584,0.006840402866513375,0.006666666666666651,0.006776586953331101,0.3339745962155613,0.001519224698779198,"cos(pitch), first order",4.572020921104534,0.05426702407898034,-0.0846515180545642,True
ortho,philtrum_length,mm,frontal,roll,15.0,1.6579330501069005e-16,2.3684757858670005e-17,3.552713678800501e-16,1.1842378929335002e-17,3.947459643111668e-18,1.1004302882028218e-17,8.289665250534502e-16,0.0,"cos(pitch), first order",,2.3684757858670006e-16,2.3684757858670006e-16,False
ortho,upper_face_height,mm,frontal,yaw,86.0,6.573065372763691e-06,1.3045634554999405e-05,0.0011219245717299486,2.529977086343311e-05,3.603604655950992e-05,2.8859283281955293e-05,0.0010810813967852976,0.0,"cos(pitch), first order",,0.00013045634554999404,0.00013045634554999404,False
ortho,upper_face_height,mm,frontal,pitch,86.0,0.001621502190654105,0.001615331885273768,0.13891854213354407,0.003015368960704581,0.004465819873852045,0.0035220304865563276,0.180486224122538,0.001519224698779198,"cos(pitch), first order",1.0632606793266322,0.0009610718649457927,-0.03134556584052957,True
ortho,upper_face_height,mm,frontal,roll,86.0,3.304849933767908e-17,0.0,0.0,8.26212483441977e-18,5.508083222946513e-18,2.9489430178236716e-18,1.652424966883954e-16,0.0,"cos(pitch), first order",,0.0,0.0,False
ortho,middle_third_height,mm,frontal,yaw,71.0,6.027464429491733e-07,1.1963304597978889e-06,8.493946264565011e-05,2.3204733994289907e-06,3.3060583600613833e-06,2.647285568963193e-06,9.91817508018415e-05,0.0,"cos(pitch), first order",,1.1963304597978888e-05,1.1963304597978888e-05,False
ortho,middle_third_height,mm,frontal,pitch,71.0,0.0007610603816509054,0.0015192246987791932,0.10786495361332271,0.003015368960704579,0.004465819873852042,0.003506007036666204,0.1480591032578148,0.001519224698779198,"cos(pitch), first order",0.9999999999999969,-0.010300749025343297,-0.020083744950240567,True
ortho,middle_third_height,mm,frontal,roll,71.0,0.0,2.001528833127043e-17,1.4210854715202005e-15,0.0,0.0,4.926840204620413e-19,2.0015288331270428e-16,0.0,"cos(pitch), first order",,-2.0015288331270428e-16,-2.0015288331270428e-16,False
ortho,lower_third_height,mm,frontal,yaw,67.0,2.436567513243585e-05,4.835243700150291e-05,0.003239613279100695,9.372369853314571e-05,0.0001333931519246549,0.00010686966513095759,0.0040017945577396465,0.0,"cos(pitch), first order",,0.0004835243700150291,0.0004835243700150291,False
ortho,lower_third_height,mm,frontal,pitch,67.0,0.003121996755140014,0.003110116614930096,0.20837781320031645,0.0030628669551552423,0.004465819873852043,0.00372010848045606,0.22352683502153156,0.001519224698779198,"cos(pitch), first order",2.0471735467632204,-0.046293413137093,0.01590891916150892,True
ortho,lower_third_height,mm,frontal,roll,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"cos(pitch), first order",,0.0,0.0,False
ortho,palpebral_fissure_width_l,mm,frontal,yaw,29.110775288757075,0.005964888508279591,0.005941596381067294,0.17296447710574228,0.00584876458212764,0.005695089366035993,0.005792310266053193,0.3035527893401357,0.001519224698779198,"cos(yaw), first order",3.910939827295974,0.044354198305233156,-0.07447772931611274,True
ortho,palpebral_fissure_width_l,mm,frontal,pitch,29.110775288757075,0.000519675083222961,0.0005111494064428098,0.014879955509938193,0.00047806044444973953,0.00045420708780252364,0.00046528169004018315,0.026416050512931003,0.0,"cos(yaw), first order",,0.006761653780975131,-0.0034613343478810633,True
ortho,palpebral_fissure_width_l,mm,frontal,roll,29.110775288757075,0.0,6.1020595356191035e-18,1.7763568394002506e-16,0.0,2.034019845206368e-18,3.867766967192416e-18,2.4408238142476413e-16,0.0,"cos(yaw), first order",,0.0,-1.2204119071238206e-16,False
ortho,palpebral_fissure_height_l,mm,frontal,yaw,10.599999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"cos(pitch), first order",,0.0,0.0,False
ortho,palpebral_fissure_height_l,mm,frontal,pitch,10.599999999999998,0.0007610603816508819,0.0015192246987792125,0.016103781807059646,0.00301536896070457,0.004465819873852052,0.0035058366140699533,0.13397459621556154,0.001519224698779198,"cos(pitch), first order",1.0000000000000095,-0.015192246987792124,-0.015192246987792124,False
ortho,palpebral_fissure_height_l,mm,frontal,roll,10.599999999999998,5.027425017170521e-17,1.6758083390568403e-17,1.7763568394002506e-16,8.379041695284202e-18,2.7930138984280673e-18,7.115740024302893e-18,5.027425017170521e-16,0.0,"cos(pitch), first order",,-1.6758083390568404e-16,1.6758083390568404e-16,False
ortho,canthal_tilt_l,deg,frontal,yaw,4.9999999999999964,0.03015543381079846,0.030818307555007297,0.030818307555007297,0.03370805327292785,0.03955381902766949,0.035864589913559036,2.189034608776601,0.05,Vaca et al. 2022 pitch sweep; roll cancels against the interpupillary axis,0.6163661511001459,-0.21285887247668445,0.4035072786234615,True
ortho,canthal_tilt_l,deg,frontal,pitch,4.9999999999999964,0.34169477634922757,0.3401601867041898,0.3401601867041898,0.3341067926080237,0.3243067862182211,0.33050999829674105,10.520285284008388,0.27,Vaca et al. 2022 pitch sweep; roll cancels against the interpupillary axis,1.259852543348851,3.3086379721166264,-3.4945657619671704,False
ortho,canthal_tilt_l,deg,frontal,roll,4.9999999999999964,3.552713678800501e-16,3.9968028886505636e-16,3.9968028886505636e-16,4.4408920985006264e-17,1.3322676295501878e-16,1.595988298784225e-16,1.3322676295501878e-14,0.01,Vaca et al. 2022 pitch sweep; roll cancels against the interpupillary axis,3.9968028886505635e-14,1.7763568394002505e-15,6.217248937900877e-15,False
ortho,eye_aspect_ratio_l,ratio,frontal,yaw,0.36412633792318966,0.006015545737818417,0.0061470742063298835,0.002238311619692998,0.006720029346753281,0.007876824249997982,0.00714678354458097,0.4358590065319208,0.0001519224698779198,cosine cancels between same-plane terms,40.46191594482029,-0.04247045530837206,0.08047102881822561,True
ortho,eye_aspect_ratio_l,ratio,frontal,pitch,0.36412633792318966,0.0008425397860862287,0.0016789055683947359,0.0006113337363384264,0.0033095466652648736,0.00484935188990974,0.003827745691760031,0.15626280069211745,0.0,cosine cancels between same-plane terms,,-0.02180645308283001,-0.011771658285064705,True
ortho,eye_aspect_ratio_l,ratio,frontal,roll,0.36412633792318966,4.5735074986227096e-17,2.2867537493113548e-17,8.326672684688674e-18,7.622512497704517e-18,5.081674998469678e-18,1.0272801458444858e-17,4.57350749862271e-16,0.0,cosine cancels between same-plane terms,,-1.5245024995409034e-16,3.049004999081807e-16,False
ortho,palpebral_fissure_width_r,mm,frontal,yaw,29.159740107341975,0.005944788260331035,0.0059213155355293924,0.17266402210960355,0.005827683008207093,0.005672336899580281,0.005770611875907639,0.30231331995414285,0.001519224698779198,"cos(yaw), first order",3.897590356638869,-0.07421779546945277,0.04420851524113507,True
ortho,palpebral_fissure_width_r,mm,frontal,pitch,29.159740107341975,0.0006222248486503568,0.0006120449409477625,0.01784707141205022,0.0005725237066466569,0.0005106983790410892,0.0005498697750504282,0.02845245159434819,0.0,"cos(yaw), first order",,0.007708865878636828,-0.004532032940318421,True
ortho,palpebral_fissure_width_r,mm,frontal,roll,29.159740107341975,2.4367252010630794e-17,6.0918130026576986e-18,1.7763568394002506e-16,9.137719503986548e-18,0.0,2.699141761177565e-18,2.4367252010630794e-16,0.0,"cos(yaw), first order",,0.0,-1.2183626005315397e-16,False
ortho,palpebral_fissure_height_r,mm,frontal,yaw,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"cos(pitch), first order",,0.0,0.0,False
ortho,palpebral_fissure_height_r,mm,frontal,pitch,11.0,0.0007610603816508708,0.001519224698779195,0.016711471686571146,0.003015368960704589,0.004465819873852052,0.0035058366140699533,0.13397459621556154,0.001519224698779198,"cos(pitch), first order",0.9999999999999981,-0.01519224698779195,-0.01519224698779195,False
ortho,palpebral_fissure_height_r,mm,frontal,roll,11.0,3.229739708000455e-17,0.0,0.0,8.074349270001138e-18,5.382899513334092e-18,7.055739054400995e-18,4.844609562000683e-16,0.0,"cos(pitch), first order",,0.0,0.0,False
ortho,canthal_tilt_r,deg,frontal,yaw,5.999999999999999,0.03610439950343265,0.036894338277963755,0.036894338277963755,0.04033575762012653,0.04728580172463695,0.04289969814920328,2.6165822293884817,0.05,Vaca et al. 2022 pitch sweep; roll cancels against the interpupillary axis,0.737886765559275,0.48299168269715853,-0.2548950828621166,True
ortho,canthal_tilt_r,deg,frontal,pitch,5.999999999999999,0.34055847989786736,0.33905923373256314,0.33905923373256314,0.3331376139388483,0.32352665072943537,0.3296097299301042,10.653095821987918,0.27,Vaca et al. 2022 pitch sweep; roll cancels against the interpupillary axis,1.2557749397502338,3.279345597241414,-3.5018390774098487,False
ortho,canthal_tilt_r,deg,frontal,roll,5.999999999999999,8.881784197001252e-16,1.3322676295501878e-16,1.3322676295501878e-16,1.7763568394002506e-16,2.516505522483688e-16,2.1152310672242983e-16,1.3322676295501878e-14,0.01,Vaca et al. 2022 pitch sweep; roll cancels against the interpupillary axis,1.3322676295501878e-14,1.7763568394002505e-15,-8.881784197001252e-16,False
ortho,eye_aspect_ratio_r,ratio,frontal,yaw,0.3772324430707244,0.005995067668527539,0.006125226397342898,0.002310634118230953,0.0066916543953482715,0.007832366113720946,0.007112482286425679,0.43330814332627454,0.0001519224698779198,cosine cancels between same-plane terms,40.31810700724482,0.08016766266001799,-0.042336865286839984,True
ortho,eye_aspect_ratio_r,ratio,frontal,pitch,0.3772324430707244,0.0008388497218827142,0.0016717334111258455,0.0006306320788419584,0.003296747801872061,0.004833462819794001,0.0038142217776754297,0.15793345385886223,0.0,cosine cancels between same-plane terms,,-0.022725921783431954,-0.010708746439084954,True
ortho,eye_aspect_ratio_r,ratio,frontal,roll,0.3772324430707244,2.9430740781142444e-17,7.357685195285611e-18,2.7755575615628915e-18,1.1036527792928419e-17,4.905123463523741e-18,7.878382916798132e-18,5.886148156228489e-16,0.0,cosine cancels between same-plane terms,,0.0,1.4715370390571223e-16,False
ortho,intercanthal_biocular_ratio,ratio,frontal,yaw,0.3555498279718759,2.4660050189159315e-08,5.0083848349861736e-08,1.780730366496286e-08,1.0669911730022534e-07,1.7898410674867807e-07,1.3209318790396884e-07,5.369523202460342e-06,0.0001519224698779198,cosine cancels between same-plane terms,0.00032966715450392274,-5.008384834986174e-07,-5.008384834986174e-07,False
ortho,intercanthal_biocular_ratio,ratio,frontal,pitch,0.3555498279718759,2.44727384407608e-08,4.857370742898758e-08,1.7270373320332765e-08,9.421825950575889e-08,1.3423997218133815e-07,1.0748937544660271e-07,4.027199165440145e-06,0.0,cosine cancels between same-plane terms,,4.857370742898758e-07,4.857370742898758e-07,False
ortho,intercanthal_biocular_ratio,ratio,frontal,roll,0.3555498279718759,3.122552557423753e-17,1.5612762787118765e-17,5.551115123125783e-18,3.903190696779691e-18,5.204254262372922e-18,5.6205946033627546e-18,3.122552557423753e-16,0.0,cosine cancels between same-plane terms,,0.0,3.122552557423753e-16,False
ortho,nose_mouth_width_ratio,ratio,frontal,yaw,0.6537687893361693,1.811229495477723e-07,3.678541477923352e-07,2.404915608544833e-07,7.8366787130574e-07,1.3145354765380097e-06,9.701631762887682e-07,3.943606429614029e-05,0.0001519224698779198,cosine cancels between same-plane terms,0.00242132811616301,-3.6785414779233523e-06,-3.6785414779233523e-06,False
ortho,nose_mouth_width_ratio,ratio,frontal,pitch,0.6537687893361693,1.797476037300937e-07,3.567658657467463e-07,2.3324238812572062e-07,6.920267806303419e-07,9.860036780025974e-07,7.895100814171687e-07,2.9580110340077923e-05,0.0,cosine cancels between same-plane terms,,3.5676586574674627e-06,3.5676586574674627e-06,False
ortho,nose_mouth_width_ratio,ratio,frontal,roll,0.6537687893361693,3.396378177528072e-17,8.49094544382018e-18,5.551115123125783e-18,4.24547272191009e-18,0.0,4.336913672843538e-18,1.698189088764036e-16,0.0,cosine cancels between same-plane terms,,0.0,-1.698189088764036e-16,False
ortho,eye_spacing_ratio,ratio,frontal,yaw,0.9411764705882353,0.0,0.0,0.0,0.0,0.0,1.1614640873001637e-18,1.1796119636642288e-16,0.0001519224698779198,cosine cancels between same-plane terms,0.0,0.0,0.0,False
ortho,eye_spacing_ratio,ratio,frontal,pitch,0.9411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cosine cancels between same-plane terms,,0.0,0.0,False
ortho,eye_spacing_ratio,ratio,frontal,roll,0.9411764705882353,0.0,1.1796119636642288e-17,1.1102230246251566e-17,0.0,0.0,1.0162810763876432e-18,1.1796119636642288e-16,0.0,cosine cancels between same-plane terms,,-1.1796119636642288e-16,-1.1796119636642288e-16,False
ortho,facial_thirds_ratio,ratio,frontal,yaw,1.0597014925373134,2.3760034043138476e-05,4.7133316434563364e-05,4.994724577394028e-05,9.123221272567144e-05,0.00012956858669948377,0.00010391999882744887,0.003887057600984513,0.0001519224698779198,cosine cancels between same-plane terms,0.3102458541678413,-0.0004713331643456336,-0.0004713331643456336,False
ortho,facial_thirds_ratio,ratio,frontal,pitch,1.0597014925373134,0.003627706889828297,0.0036584396658075778,0.0038768539742140007,0.003788167134400547,0.004032094607462165,0.003878089106058012,0.13347112369440048,0.0,cosine cancels between same-plane terms,,0.03773976672442083,-0.035429026591730736,False
ortho,facial_thirds_ratio,ratio,frontal,roll,1.0597014925373134,0.0,2.0953504971798732e-17,2.2204460492503132e-17,0.0,0.0,5.157785839211996e-19,2.095350497179873e-16,0.0,cosine cancels between same-plane terms,,-2.095350497179873e-16,-2.095350497179873e-16,False
ortho,lip_vermilion_ratio,ratio,frontal,yaw,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001519224698779198,cosine cancels between same-plane terms,0.0,0.0,0.0,False
ortho,lip_vermilion_ratio,ratio,frontal,pitch,0.5,1.0658141036401502e-15,8.881784197001253e-17,4.4408920985006264e-17,9.43689570931383e-17,7.031412489292658e-17,1.1925503319896682e-16,6.994405055138486e-15,0.0,cosine cancels between same-plane terms,,0.0,-1.7763568394002505e-15,False
ortho,lip_vermilion_ratio,ratio,frontal,roll,0.5,7.105427357601002e-16,1.7763568394002506e-16,8.881784197001253e-17,0.0,9.992007221626409e-17,9.660648349661362e-17,3.552713678800501e-15,0.0,cosine cancels between same-plane terms,,1.7763568394002505e-15,1.7763568394002505e-15,False
ortho,facial_width_height_ratio,ratio,frontal,yaw,1.6395348837209303,0.0007676082193286487,0.0015320704650201964,0.002511882971719159,0.003039130945237249,0.004496994303528558,0.0035319027674422265,0.13490982910585675,0.001519224698779198,"cos(yaw) on the width, 1/cos(pitch) on the height",1.0084554748559058,-0.015320704650201964,-0.015320704650201964,False
ortho,facial_width_height_ratio,ratio,frontal,pitch,1.6395348837209303,0.0016340218293495645,0.001666002723902347,0.002731469582211987,0.0032699542945848112,0.005268028002107564,0.003981448592503964,0.2202357415276998,0.001519224698779198,"cos(yaw) on the width, 1/cos(pitch) on the height",1.0966137696688945,-0.0009601490926666659,0.03235990538538027,True
ortho,facial_width_height_ratio,ratio,frontal,roll,1.6395348837209303,2.7086292231989634e-17,0.0,0.0,6.7715730579974084e-18,4.514382038664939e-18,2.416930691469844e-18,1.3543146115994817e-16,0.0,"cos(yaw) on the width, 1/cos(pitch) on the height",,0.0,0.0,False
ortho,jaw_cheekbone_ratio,ratio,frontal,yaw,0.8297872340425532,0.0,0.0,0.0,6.689805404792609e-18,0.0,2.3054098625746843e-18,1.337961080958522e-16,0.0001519224698779198,cosine cancels between same-plane terms,0.0,0.0,0.0,False
